BirdID,Year,TrackID,track_type,SegmentID,date,u,v,u_se,v_se,x_se,y_se,s,s_se,time,dply_cl,age,sex,trckn__,DateTime,lon,lat,Island_Atoll,Island,Group,Atoll,Rtts_rt,Sula_sl,TtlAllS,PointID,DateTime_local,Date_local,nauticalDawn_local,nauticalDusk_local,day_night,at_island,label,visit_number,VisitID,night_visit,at_sea,label_atsea,track_number,cpf,return_prospect,first_prospect,prospect,Deploy.DateTime.GMT,dist,track_start_col,track_end_col,track_start_DateTime,track_end_DateTime,track_start_Lat,track_start_Lon,tot_dist,geometry_GPS,geometry_CP,CPdist
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-11,0.271830521037525,4.202647765631376,3.707912967068697,3.620578303219563,15.457219042712145,15.018354383652307,4.211494267120502,NA,22:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-11T22:00:00Z,72.41572052044188,-7.056029603081725,NA,NA,NA,NA,NA,NA,NA,11,2022-02-11T22:00:00Z,2022-02-12,2022-02-12T00:28:58Z,2022-02-12T14:22:57Z,night,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,19372.5152344184,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8061281.1337636, -787466.619554607)","c(8061783.32607943, -806207.545039562)",18747.6527905419
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-12,-1.092101756489754,-13.192970493246884,6.31726906695195,6.220561531151442,5.189596984816729,5.101292245942263,7.867194200514251,NA,02:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-12T02:00:00Z,72.3879785289206,-7.336985233141262,NA,NA,NA,NA,NA,NA,NA,12,2022-02-12T02:00:00Z,2022-02-12,2022-02-12T00:28:46Z,2022-02-12T14:23:23Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,51047.6278217533,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8058192.90939386, -818990.82656545)","c(8061783.32607943, -806207.545039562)",13277.928247513
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-12,-1.259147513395132,-31.69773230162103,3.409410874465924,3.40860672741555,14.094065339775277,14.077788794031466,31.72272623667606,NA,06:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-12T06:00:00Z,72.34273406968943,-8.472584773674827,NA,NA,NA,NA,NA,NA,NA,13,2022-02-12T06:00:00Z,2022-02-12,2022-02-12T00:27:38Z,2022-02-12T14:24:53Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,178776.214871563,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8053156.31923103, -946620.073641786)","c(8061783.32607943, -806207.545039562)",140677.302489182
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-12,5.86347539866811,-1.523316757366317,4.468608220156394,4.467474856018203,4.468840089668623,4.467683176247634,12.141323457761438,NA,10:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-12T10:00:00Z,72.48217221864942,-8.883929167580177,NA,NA,NA,NA,NA,NA,NA,14,2022-02-12T10:00:00Z,2022-02-12,2022-02-12T00:26:35Z,2022-02-12T14:24:48Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,227628.848702603,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8068678.50297041, -992941.144918155)","c(8061783.32607943, -806207.545039562)",186860.859432832
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-12,12.243103935338482,-17.12286830678879,0.044632925305435,0.042278799819425,0.063121284923335,0.059790717276036,12.08981129061356,NA,14:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-12T14:00:00Z,72.88363637538036,-9.048948639892243,NA,NA,NA,NA,NA,NA,NA,15,2022-02-12T14:00:00Z,2022-02-12,2022-02-12T00:24:47Z,2022-02-12T14:23:24Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,276034.636985584,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8113369.28846945, -1011538.29606492)","c(8061783.32607943, -806207.545039562)",211711.664374789
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-12,2.951072149630814,0.155558326432791,5.217025320214604,5.158574359615908,20.866733924697296,20.63293505185836,2.955848932476775,NA,18:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-12T18:00:00Z,72.98969929256485,-9.043435138598507,NA,NA,NA,NA,NA,NA,NA,16,2022-02-12T18:00:00Z,2022-02-13,2022-02-13T00:24:40Z,2022-02-13T14:22:39Z,night,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,287857.852615267,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8125176.15840248, -1010916.80575078)","c(8061783.32607943, -806207.545039562)",214300.099418718
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-12,-1.323420705452304,-0.702959683655288,4.610076784746705,4.60874280869504,10.474856804559181,9.869327212368004,1.498507621995387,NA,22:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-12T22:00:00Z,72.94214532988151,-9.068543404279357,NA,NA,NA,NA,NA,NA,NA,17,2022-02-12T22:00:00Z,2022-02-13,2022-02-13T00:24:50Z,2022-02-13T14:22:53Z,night,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,293860.66746311,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8119882.47549137, -1013747.12504974)","c(8061783.32607943, -806207.545039562)",215518.417851451
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-13,7.286627071731004,-15.128087035634918,2.31913993940685,2.228622982180666,1.456943498640574,1.223324392333349,14.180103219454688,NA,02:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-13T02:00:00Z,72.98009628952484,-9.573219412460375,NA,NA,NA,NA,NA,NA,NA,18,2022-02-13T02:00:00Z,2022-02-13,2022-02-13T00:24:06Z,2022-02-13T14:23:19Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,350949.356556516,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8124107.15699398, -1070679.28194376)","c(8061783.32607943, -806207.545039562)",271715.953747638
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-13,-1.613417722772214,2.491422922166296,3.760280702054306,3.473874039183748,2.92936374691594,2.4642903812005,2.805317037809449,NA,06:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-13T06:00:00Z,73.02944143303576,-9.485981191173753,NA,NA,NA,NA,NA,NA,NA,19,2022-02-13T06:00:00Z,2022-02-13,2022-02-13T00:24:00Z,2022-02-13T14:23:01Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,362225.052939531,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8129600.23324274, -1060832.07715015)","c(8061783.32607943, -806207.545039562)",263501.015652185
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-13,-3.047633515685345,2.41864383256814,2.324093950400007,2.31075327436138,9.207611591404753,9.187708611561968,3.890680784586797,NA,10:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-13T10:00:00Z,72.91993200116794,-9.399688405846206,NA,NA,NA,NA,NA,NA,NA,20,2022-02-13T10:00:00Z,2022-02-13,2022-02-13T00:24:32Z,2022-02-13T14:23:21Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,377827.559158916,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8117409.69905015, -1051094.05494719)","c(8061783.32607943, -806207.545039562)",251124.861582075
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-13,4.63781907204325,-7.483458212600223,0.044633004298435,0.042277728478517,0.063121283730336,0.059790316468336,5.050634332861548,NA,14:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-13T14:00:00Z,73.00115668390764,-9.560809862674887,NA,NA,NA,NA,NA,NA,NA,21,2022-02-13T14:00:00Z,2022-02-13,2022-02-13T00:24:01Z,2022-02-13T14:23:13Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,398135.813884573,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8126451.58937258, -1069278.3731747)","c(8061783.32607943, -806207.545039562)",270902.648368484
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-13,2.122328487476769,-7.458674840358877,7.385055252899097,7.385053161438889,29.53831298188118,29.538289856985344,7.75479703985311,NA,18:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-13T18:00:00Z,73.0774237688966,-9.826722618812774,NA,NA,NA,NA,NA,NA,NA,22,2022-02-13T18:00:00Z,2022-02-14,2022-02-14T00:23:43Z,2022-02-14T14:22:53Z,night,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,429342.957384239,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8134941.60243784, -1099308.44949096)","c(8061783.32607943, -806207.545039562)",302093.153828353
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-13,0.252826673434814,-8.988938565991326,6.363197968482337,6.363196673450348,38.30850277752239,38.30848228384141,8.992493410365858,NA,22:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-13T22:00:00Z,73.08650849139251,-10.146903442034683,NA,NA,NA,NA,NA,NA,NA,23,2022-02-13T22:00:00Z,2022-02-14,2022-02-14T00:23:19Z,2022-02-14T14:23:13Z,night,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,465547.873885486,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8135952.90912008, -1135499.23889457)","c(8061783.32607943, -806207.545039562)",337541.325899995
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-14,-0.970641390663182,-12.074357501077493,6.491592040244325,6.491590588637245,28.166453532280112,28.166432124780894,12.113308965981465,NA,02:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-14T02:00:00Z,73.05163081142396,-10.576473375790195,NA,NA,NA,NA,NA,NA,NA,24,2022-02-14T02:00:00Z,2022-02-14,2022-02-14T00:22:57Z,2022-02-14T14:23:51Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,514315.072253295,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8132070.34354593, -1184111.63773692)","c(8061783.32607943, -806207.545039562)",384384.921792925
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-14,-1.54807570481722,-16.71493164561738,7.041090848924265,7.041088953985473,0.063162483396425,0.059832672625831,16.786467154186905,NA,06:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-14T06:00:00Z,72.99600440865622,-11.170132381252985,NA,NA,NA,NA,NA,NA,NA,25,2022-02-14T06:00:00Z,2022-02-14,2022-02-14T00:22:29Z,2022-02-14T14:24:46Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,581893.663274894,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8125878.04071516, -1251405.92687142)","c(8061783.32607943, -806207.545039562)",449788.541016707
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-14,-1.714969313836066,-11.36628488356157,3.842984827899147,3.823755636192363,3.843372904598258,3.824094695077321,18.92627095310658,NA,10:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-14T10:00:00Z,72.94026609841445,-11.83859202873094,NA,NA,NA,NA,NA,NA,NA,26,2022-02-14T10:00:00Z,2022-02-14,2022-02-14T00:21:54Z,2022-02-14T14:25:47Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,658085.418385184,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8119673.28040137, -1327344.61593196)","c(8061783.32607943, -806207.545039562)",524342.534484578
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-14,-18.425941526969517,14.895659486547284,2.669215643580546,2.603734105280477,3.83275982474846,3.674117161270734,14.585774967386866,NA,14:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-14T14:00:00Z,72.5116241511193,-11.541351202368087,NA,NA,NA,NA,NA,NA,NA,27,2022-02-14T14:00:00Z,2022-02-14,2022-02-14T00:23:58Z,2022-02-14T14:27:09Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,716553.978844731,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8071957.07709584, -1293555.02427541)","c(8061783.32607943, -806207.545039562)",487453.66008194
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-14,-14.562667187024449,13.844835911917299,2.414771013229473,2.367052712770677,0.829473417567076,0.39822784961897,13.10909276746177,NA,18:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-14T18:00:00Z,72.1528397416936,-11.240216511068814,NA,NA,NA,NA,NA,NA,NA,28,2022-02-14T18:00:00Z,2022-02-15,2022-02-15T00:26:06Z,2022-02-15T14:27:50Z,night,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,769132.770129738,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8032017.379334, -1259359.26670688)","c(8061783.32607943, -806207.545039562)",454128.279713681
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-14,-6.799595748809547,3.810712593427703,5.297264806389542,5.29770527040312,21.21525402485506,21.198355618744408,7.79447733755708,NA,22:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-14T22:00:00Z,71.90851251122488,-11.10501143204616,NA,NA,NA,NA,NA,NA,NA,29,2022-02-14T22:00:00Z,2022-02-15,2022-02-15T00:27:14Z,2022-02-15T14:28:39Z,night,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,800359.689266405,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8004818.9964513, -1244017.54426989)","c(8061783.32607943, -806207.545039562)",441500.317413301
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-15,-5.359376085420451,-2.955178233137852,4.480114183562741,4.476688414433139,5.738485169174507,5.736595732400386,6.120142536708091,NA,02:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-15T02:00:00Z,71.71593613420059,-11.209867491432504,NA,NA,NA,NA,NA,NA,NA,30,2022-02-15T02:00:00Z,2022-02-15,2022-02-15T00:27:53Z,2022-02-15T14:29:32Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,824877.328006881,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(7983381.49222214, -1255914.93986025)","c(8061783.32607943, -806207.545039562)",456490.513054316
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-15,-11.427542904637003,-5.840042975543603,0.029756859831999,0.028186565496374,0.063123906296927,0.059792851661502,11.52597391726419,NA,06:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-15T06:00:00Z,71.34886058216212,-11.399153154971065,NA,NA,NA,NA,NA,NA,NA,31,2022-02-15T06:00:00Z,2022-02-15,2022-02-15T00:29:08Z,2022-02-15T14:31:14Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,871045.44279571,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(7942518.82868656, -1277403.0191586)","c(8061783.32607943, -806207.545039562)",486054.724458713
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-15,18.307857261915828,-12.192287261421837,3.930635577640004,3.930492698426631,3.931057657828415,3.930871156315201,13.505631458078708,NA,10:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-15T10:00:00Z,71.77397055614618,-11.629999755889983,NA,NA,NA,NA,NA,NA,NA,32,2022-02-15T10:00:00Z,2022-02-15,2022-02-15T00:27:10Z,2022-02-15T14:29:48Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,925149.498704676,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(7989841.8545216, -1303628.58095651)","c(8061783.32607943, -806207.545039562)",502596.520384485
GY02215,2022,GY02215_2022_2,CPF,GY02215_2022_1,2022-02-15,0.246353027732026,-0.145159248953633,2.034106717512334,1.52655693907146,0.061262490502282,0.054211821980222,14.455893107594655,NA,14:00:00,Diego Garcia,Immature Basic 2,M,33,2022-02-15T14:00:00Z,72.21773491180254,-11.896016572282802,NA,NA,NA,NA,NA,NA,NA,33,2022-02-15T14:00:00Z,2022-02-15,2022-02-15T00:25:05Z,2022-02-15T14:28:20Z,day,NA,NA,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,983074.203389113,East Island_Diego Garcia,East Island_Diego Garcia,2022-02-11T14:00:00Z,2022-02-19T02:00:00Z,-7.2230767971967245,72.42023179077061,1847415.94067171,"c(8039241.47662547, -1333876.70071252)","c(8061783.32607943, -806207.545039562)",528150.426323236
